decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied
profile:NYC_NY_L:google:cid:7511299405233410581,NYC_NY_L,google:cid:7511299405233410581,Mount Sinai Queens-Family Health,"31-60 21st St, Astoria, NY 11106",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:7749441387408078850,NYC_NY_L,google:cid:7749441387408078850,NYU Lutheran Family Health Centers Brooklyn-Chinese,"5008 7th Ave, Brooklyn, NY 11220",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:10487271695260862641,NYC_NY_L,google:cid:10487271695260862641,New York City Publishers,"305 Madison Ave #449, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:2981445453940694204,NYC_NY_L,google:cid:2981445453940694204,Park Avenue Neurology & Sleep,"737 Park Ave Apt 1C, New York, NY 10021",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:15896470951924789074,NYC_NY_L,google:cid:15896470951924789074,Premier HealthCare & YAI Center for Specialty Therapy,"227 E 41st St 8th floor, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:12316060239770702726,NYC_NY_L,google:cid:12316060239770702726,Queens Audiology PLLC,"150-12 14th Ave, Whitestone, NY 11357",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:5575282571407485970,NYC_NY_L,google:cid:5575282571407485970,Rambam Family Health Center,"1122 Chestnut Ave, Brooklyn, NY 11230",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:7258043979584977031,NYC_NY_L,google:cid:7258043979584977031,Ramon Velez Health Center,"754 E 151st St, Bronx, NY 10455",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:18302922146132025269,NYC_NY_L,google:cid:18302922146132025269,Sterling Podiatric PC,"1250 E 223rd St, Bronx, NY 10466",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:10842945812211081545,NYC_NY_L,google:cid:10842945812211081545,Steve Taranov,"11 Broadway, New York, NY 10004",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:11781321278977330842,NYC_NY_L,google:cid:11781321278977330842,Stevenson Family Health Center,"731 White Plains Rd, Bronx, NY 10473",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:14534325133775607876,NYC_NY_L,google:cid:14534325133775607876,Sun River Health Staten Island,"57 Bay St 1st & 3rd Floor, Staten Island, NY 10301",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:445069592422833706,NYC_NY_L,google:cid:445069592422833706,The Institute for Family Health at Westchester Square (Open for telehealth),"1420 Ferris Pl, Bronx, NY 10461",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:8780094804165839386,NYC_NY_L,google:cid:8780094804165839386,Urban Health Plan,"1065 Southern Blvd, Bronx, NY 10459",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:17125209626621041816,NYC_NY_L,google:cid:17125209626621041816,Urban Horizons Family Health Center,"50 E 168th St, Bronx, NY 10452",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:5364480293788529244,NYC_NY_L,google:cid:5364480293788529244,Walton Family Health Center,"1894 Walton Ave, Bronx, NY 10453",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:14221168649792805791,NYC_NY_L,google:cid:14221168649792805791,Whitman Ingersoll Farragut Hea,"297 Myrtle Ave, Brooklyn, NY 11205",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:10928271238652832087,NYC_NY_L,google:cid:10928271238652832087,Windsor Podiatry,"1655 Flatbush Ave # A103, Brooklyn, NY 11210",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:14237711967666725015,SanFrancisco_CA_L,google:cid:14237711967666725015,Clinic by the Bay,"35 Onondaga Ave, San Francisco, CA 94112",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:11047455065508509761,SanFrancisco_CA_L,google:cid:11047455065508509761,Health Right 360,"1468 Carroll Ave, San Francisco, CA 94124",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:3260818236341142390,SanFrancisco_CA_L,google:cid:3260818236341142390,Lyon-Martin Community Health Services,"1735 Mission St, San Francisco, CA 94103",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:12201026490335252961,SanFrancisco_CA_L,google:cid:12201026490335252961,Native American Health Center - 160 Capp St,"160 Capp St, San Francisco, CA 94110",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:11713460053424059316,SanFrancisco_CA_L,google:cid:11713460053424059316,Tom Waddell Urban Health Center,"230 Golden Gate Ave, San Francisco, CA 94102",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SaranacLake_NY_S:google:cid:10103828371342018102,SaranacLake_NY_S,google:cid:10103828371342018102,Adirondack Health,"2233 NY-86, Saranac Lake, NY 12983",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Toccoa_GA_S:google:cid:1725797652379241771,Toccoa_GA_S,google:cid:1725797652379241771,Open Arms Clinic,"109 Big A Rd, Toccoa, GA 30577",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:18370073229225808885,Buffalo_NY_L,google:cid:18370073229225808885,Struggle Compound,"1841 Seneca St, Buffalo, NY 14210",business_listings,Clothing store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:542f09dfc2a7d5b4,unknown,,Clothing store,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:2699669743953774124,LA_CA_L,google:cid:2699669743953774124,St. John’s Community Health - Leavey-OB Clinic,"3628 E Imperial Hwy #301, Lynwood, CA 90262",business_listings,Family planning center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:557fbafaadfc06c0,unknown,,Family planning center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:11311635005790691978,LA_CA_L,google:cid:11311635005790691978,Wong Jessica Pea MD,"6000 N Figueroa St, Highland Park, CA 90042",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5721d7584f64bb4b,manual_review,Doctor: Category alone does not establish a dentist clinic,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:8290167571579195981,NYC_NY_L,google:cid:8290167571579195981,"VisoDent NYC - Teeth whitening, Invisalign, Aesthetics clinic","903 Park Avenue Main Floor Office, New York, NY 10075",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5721d7584f64bb4b,manual_review,Doctor: Category alone does not establish a dentist clinic,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:FortBragg_CA_S:google:cid:8005356864665464194,FortBragg_CA_S,google:cid:8005356864665464194,My Beautiful Nails,"120 E Redwood Ave, Fort Bragg, CA 95437",maps_core,Nail salon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:57eeb9e687d4ba7d,unknown,,Nail salon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Augusta_GA_L:google:cid:16042696556243485449,Augusta_GA_L,google:cid:16042696556243485449,TMJ Associates,"456 Furys Ferry Rd, Augusta, GA 30907",maps_specialist,Cancer treatment center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:58feeb0c4d85c099,unknown,,Cancer treatment center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:92410452455775698,LA_CA_L,google:cid:92410452455775698,Vantage Oncology,"5522 Sepulveda Blvd, Sherman Oaks, CA 91411",business_listings,Cancer treatment center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:58feeb0c4d85c099,unknown,,Cancer treatment center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:4889158453415494831,NYC_NY_L,google:cid:4889158453415494831,Brookdale Family Care Center - New Lots,"465 New Lots Ave, Brooklyn, NY 11207",business_listings,Medical office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:594fa1d47532a2c5,unknown,,Medical office,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:6628421155979957422,LA_CA_L,google:cid:6628421155979957422,K9 Loft,"14257 Ventura Blvd, Sherman Oaks, CA 91423",business_listings,Pet groomer,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:596207ce1c9c7475,unknown,,Pet groomer,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:FortBragg_CA_S:google:cid:17036417683359244779,FortBragg_CA_S,google:cid:17036417683359244779,"J. Kyle Smith, OD","450 N McPherson St, Fort Bragg, CA 95437",maps_core,Optometrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:608841ecf0b2db79,unknown,,Optometrist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:FortBragg_CA_S:google:cid:3097706296214713699,FortBragg_CA_S,google:cid:3097706296214713699,"Lynette Kline, OD","510 Cypress St # A, Fort Bragg, CA 95437",maps_core,Optometrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:608841ecf0b2db79,unknown,,Optometrist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:7617309210467543931,NYC_NY_L,google:cid:7617309210467543931,"Antonia Sarris, LCSW","25 Chapel St, Brooklyn, NY 11201",business_listings,Social services organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:62fd405f34bcf5e4,unknown,,Social services organization,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:1196111142762645885,NYC_NY_L,google:cid:1196111142762645885,3D Imaging Inc,"1560 Broadway, New York, NY 10036",business_listings,Medical diagnostic imaging center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:65504865b22162bd,unknown,,Medical diagnostic imaging center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:FortBragg_CA_S:google:cid:7813504546310747474,FortBragg_CA_S,google:cid:7813504546310747474,Align Orthotics & Prosthetics,"401 Cypress St, Fort Bragg, CA 95437",maps_core|maps_specialist,Orthotics & prosthetics service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:6802faf098d90035,unknown,,Orthotics & prosthetics service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:5452137540325187513,NYC_NY_L,google:cid:5452137540325187513,Devonshire House,"28 E 10th St, New York, NY 10003",business_listings,Condominium complex,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:690588d673aff3e0,unknown,,Condominium complex,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:14748533435362658906,NYC_NY_L,google:cid:14748533435362658906,One Hanson Place,"One Hanson Pl, Brooklyn, NY 11243",business_listings,Condominium complex,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:690588d673aff3e0,unknown,,Condominium complex,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:895678497028964503,LA_CA_L,google:cid:895678497028964503,Aesthetic,"8663 Holloway Plaza Dr, Los Angeles, CA 90069",business_listings,Furniture maker,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:6a202a936b857088,unknown,,Furniture maker,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:15502555001169980906,NYC_NY_L,google:cid:15502555001169980906,Aquatic Rehabilitation Center,"1659 78th St, Brooklyn, NY 11214",business_listings,Rehabilitation center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:6b0bfdb18f3e8f3d,unknown,,Rehabilitation center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Atlanta_GA_L:google:cid:13815089370373089399,Atlanta_GA_L,google:cid:13815089370373089399,Healing Community Center,"1188 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:15855541177964720473,Buffalo_NY_L,google:cid:15855541177964720473,Evergreen Health,"800 Hertel Ave Ste 100, Buffalo, NY 14207",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:5257324846144316958,Buffalo_NY_L,google:cid:5257324846144316958,Evergreen Health,"206 S Elmwood Ave, Buffalo, NY 14201",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:6809714559291597152,Buffalo_NY_L,google:cid:6809714559291597152,Jericho Road Community Health Center at Buffalo City Mission,"100 E Tupper St, Buffalo, NY 14203",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:11877499768464405465,Buffalo_NY_L,google:cid:11877499768464405465,Neighborhood Health Center,"Neighborhood Health Center, 1569 Niagara St, Riverway, Buffalo, NY 14213",business_listings|maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:2962843530212566674,Buffalo_NY_L,google:cid:2962843530212566674,Neighborhood Health Center,"Neighborhood Health Center, 4233 Lake Ave, Blasdell, NY 14219",business_listings|maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Eureka_CA_S:google:cid:2468268097554676926,Eureka_CA_S,google:cid:2468268097554676926,Open Door Member Services Department,"1522 3rd St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Eureka_CA_S:google:cid:6832263757888478173,Eureka_CA_S,google:cid:6832263757888478173,Redwood Community Health Center,"2350 Buhne St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Eureka_CA_S:google:cid:3539046292069828800,Eureka_CA_S,google:cid:3539046292069828800,Telehealth & Visiting Specialist Center,"2426 Buhne St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:6614151412022945732,LA_CA_L,google:cid:6614151412022945732,Central City Community Health Center,"5970 S Central Ave, Los Angeles, CA 90001",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:7778619330488409355,LA_CA_L,google:cid:7778619330488409355,Clinicas Newbury Park Health Center,"1000 Newbury Rd Ste 150, Newbury Park, CA 91320",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:11660717878363179238,LA_CA_L,google:cid:11660717878363179238,ROADS Community Clinic - Compton,"121 S Long Beach Blvd, Compton, CA 90221",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:17876263272543066434,LA_CA_L,google:cid:17876263272543066434,ROADS Community Clinic - Lynwood,"3737 Martin Luther King Jr Blvd Ste 402, Lynwood, CA 90262",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:10021466510923515615,LA_CA_L,google:cid:10021466510923515615,Saban Community Clinic,"8405 Beverly Blvd, Los Angeles, CA 90048",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:6573524519892687095,LA_CA_L,google:cid:6573524519892687095,Saban Community Clinic - Virgil,"137 Virgil Ave, Los Angeles, CA 90004",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:3932807939064839266,LA_CA_L,google:cid:3932807939064839266,Serenity Care Health Group - Atlantic Adult Clinic,"780 Atlantic Ave 2nd Floor, Long Beach, CA 90813",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:6241950912401221942,LA_CA_L,google:cid:6241950912401221942,"Serenity Care Health Group, FQHC-LAL","1930 E Anaheim St, Long Beach, CA 90813",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:17870772743849719591,LA_CA_L,google:cid:17870772743849719591,Watts Healthcare - Watts Health Center,"10300 Compton Ave, Los Angeles, CA 90002",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
