decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied
profile:LA_CA_L:google:cid:539673608057027857,LA_CA_L,google:cid:539673608057027857,Mobile 3D Advantage,"10315 Los Alamitos Blvd, Los Alamitos, CA 90720",business_listings,X-ray lab,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:bcde824d5b399027,unknown,,X-ray lab,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:4203807645744766748,SanFrancisco_CA_L,google:cid:4203807645744766748,"Richard Jordan, D.D.S.","1825 4th St, San Francisco, CA 94158",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:bfea3f9b8ddbece7,unknown,,Pathologist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:9953255016073954045,NYC_NY_L,google:cid:9953255016073954045,Dr. Frank Lo,"80 Broad St, New York, NY 10004",business_listings,Physical therapist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:c40b38a9a09eff2c,unknown,,Physical therapist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Atlanta_GA_L:google:cid:8914701910281558014,Atlanta_GA_L,google:cid:8914701910281558014,Georgia Department of Community Health,"2 M.L.K. Jr Dr SE, Atlanta, GA 30334",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:cc959e46f76b4a21,unknown,,Public health department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Augusta_GA_L:google:cid:14457415903984627262,Augusta_GA_L,google:cid:14457415903984627262,Richmond County Health Department,"950 Laney Walker Blvd, Augusta, GA 30901",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:cc959e46f76b4a21,unknown,,Public health department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Eureka_CA_S:google:cid:13043699129127900103,Eureka_CA_S,google:cid:13043699129127900103,United Indian Health Services - Downtown Eureka,"434 7th St, Eureka, CA 95501",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:cc959e46f76b4a21,unknown,,Public health department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:689736336193155396,NYC_NY_L,google:cid:689736336193155396,Smile Time NY & Meikkos Juice Bar,"89-02 165th Street (Jamaica Colosseum Mall NW 22, Jamaica, NY 11432",business_listings,Day spa,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d074f22de8ddee98,unknown,,Day spa,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:7827430601838141701,LA_CA_L,google:cid:7827430601838141701,Studer Performance Art,"4135 Laurel Canyon Blvd, Studio City, CA 91604",business_listings,Music instruction,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d4d460f80a65be63,unknown,,Music instruction,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Atlanta_GA_L:google:cid:2869506919639306180,Atlanta_GA_L,google:cid:2869506919639306180,Sleep Better Georgia,"1719 Mt Vernon Rd, Dunwoody, GA 30338",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:16643914325503616698,LA_CA_L,google:cid:16643914325503616698,Encino Center for Sleep and TMJ Disorders,"16500 Ventura Blvd #370, Encino, CA 91436",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:15466958758423106428,LA_CA_L,google:cid:15466958758423106428,Sleep Apnea Sherman Oaks,"4521 Sherman Oaks Ave Ste 201, Sherman Oaks, CA 91403",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:15322627160932991390,NYC_NY_L,google:cid:15322627160932991390,AV Sleep Company,"635 Madison Ave Fl 19, New York, NY 10022",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:5141540515377181725,NYC_NY_L,google:cid:5141540515377181725,Lower Manhattan Sleep Apnea Treatment,"Chetham Green, 215 Park Row #1, New York, NY 10038",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:14013165419560239248,NYC_NY_L,google:cid:14013165419560239248,New York Sleep Solutions,"265 Madison Ave 3rd floor, New York, NY 10016",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:10128345118129549676,NYC_NY_L,google:cid:10128345118129549676,Restful Sleep Solution,"1725 Sheepshead Bay Rd, Brooklyn, NY 11235",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:18166011723617241542,NYC_NY_L,google:cid:18166011723617241542,SleepWell Orthotics,"693 5th Ave Ste 1400, New York, NY 10022",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:d73fe04c4858867b,unknown,,Sleep clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:8910150710373783377,LA_CA_L,google:cid:8910150710373783377,"Dr. Wei Ching Lee, MD - Arc Motion Rehab Clinic","55 E Huntington Dr #219, Arcadia, CA 91006",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:da5f0c039fc4a778,unknown,,Pain management physician,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:14729043579708094485,NYC_NY_L,google:cid:14729043579708094485,Dr. Donald Tanenbaum,"630 5th Ave Ste. 1857, New York, NY 10111",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:da5f0c039fc4a778,unknown,,Pain management physician,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:12702828959288087172,NYC_NY_L,google:cid:12702828959288087172,"New York TMJ & Orofacial Pain (NY, NY 5th Ave)","630 5th Ave Ste. 1857, New York, NY 10111",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:da5f0c039fc4a778,unknown,,Pain management physician,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:17955257316026171728,Buffalo_NY_L,google:cid:17955257316026171728,"Buffalo Family Chiropractic Wellness, P.C.","369 Delaware Ave, Buffalo, NY 14202",maps_core,Chiropractor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:dedfc745d89f2414,unknown,,Chiropractor,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:3746368657671100983,LA_CA_L,google:cid:3746368657671100983,AmeriplanUsa,"760 W Lomita Blvd, Harbor City, CA 90710",business_listings,Chiropractor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:dedfc745d89f2414,unknown,,Chiropractor,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:SanFrancisco_CA_L:google:cid:3964837681164051013,SanFrancisco_CA_L,google:cid:3964837681164051013,"University of Pacific (UOP), San Francisco","155 5th St #2919, San Francisco, CA 94103",business_listings,Graduate school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:e231d05b9a97123e,unknown,,Graduate school,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:339669297753351258,LA_CA_L,google:cid:339669297753351258,Neobiotech USA,"2700 E Foothill Blvd Unit 121, Pasadena, CA 91107",business_listings,Medical equipment supplier,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:e254853096c923f9,unknown,,Medical equipment supplier,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:13263697866949406865,Buffalo_NY_L,google:cid:13263697866949406865,Richards and Jurusik Immigration Lawyers,"5 Niagara Square, Buffalo, NY 14202",maps_core,Immigration attorney,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ea5d31a9418eb3d1,unknown,,Immigration attorney,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:7171405538689679713,NYC_NY_L,google:cid:7171405538689679713,Coffee and Consulting LLC,"1633 E 15th St, Brooklyn, NY 11229",business_listings,Bookkeeping service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ed06ca914eca5a5b,unknown,,Bookkeeping service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:9802149004801648262,NYC_NY_L,google:cid:9802149004801648262,Richter & Co Inc,"450 Park Ave, New York, NY 10022",business_listings,Bank,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:f471df0293731a06,unknown,,Bank,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Buffalo_NY_L:google:cid:13718650259631278177,Buffalo_NY_L,google:cid:13718650259631278177,Aesthetic Associates Centre,"2500 Kensington Ave, Amherst, NY 14226",business_listings,Plastic surgery clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:f4c429ee0eaa6a16,unknown,,Plastic surgery clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:12486001094639181232,LA_CA_L,google:cid:12486001094639181232,Jaw Surgery Los Angeles,"2811 Wilshire Blvd Suite 940B, Santa Monica, CA 90403",business_listings,Plastic surgery clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:f4c429ee0eaa6a16,unknown,,Plastic surgery clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:2649598478930240656,LA_CA_L,google:cid:2649598478930240656,Dr. Ruben Baghdassarian,"2888 Long Beach Blvd #265, Long Beach, CA 90806",business_listings,Urologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:f78d395ec472858a,unknown,,Urologist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:6179340572617374652,LA_CA_L,google:cid:6179340572617374652,The Wallis Annenberg Children & Family Health Center at Hollywood Wilshire Health Center,"5205 Melrose Ave, Los Angeles, CA 90038",business_listings,Mental health clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fc496f50a73ebcfd,unknown,,Mental health clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Atlanta_GA_L:google:cid:2389707156626682339,Atlanta_GA_L,google:cid:2389707156626682339,Lee Denture Lab,"171 Cleveland Ave SW, Atlanta, GA 30315",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:2810400098018904937,LA_CA_L,google:cid:2810400098018904937,Best Choice Denture Implants and Repair,"8833 Reseda Blvd, Northridge, CA 91324",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:8725559073317735762,LA_CA_L,google:cid:8725559073317735762,Denture Care Services,"4686 Woodside Dr Apt 201, Los Angeles, CA 90065",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:10636425930933224952,LA_CA_L,google:cid:10636425930933224952,Denture Repair and Implants,"3506 Whittier Blvd, Los Angeles, CA 90023",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:LA_CA_L:google:cid:8019442712982059650,LA_CA_L,google:cid:8019442712982059650,Primary Denture Repair and Implants,"15234 Crenshaw Blvd, Gardena, CA 90249",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:NYC_NY_L:google:cid:10654524086348142840,NYC_NY_L,google:cid:10654524086348142840,Long Island Denture Center,"142 Union Ave, Lynbrook, NY 11563",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:fe4a0b2a99a6e2f0,unknown,,Denture care center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False
profile:Atlanta_GA_L:google:cid:664114471230519840,Atlanta_GA_L,google:cid:664114471230519840,Dr. Benjamin Blackburn,"75 Piedmont Ave NE Ste 400, Atlanta, GA 30303",business_listings|maps_specialist,Pediatrician|Periodontist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:1e0e8f0cf4d1053e,exclude|include,Pediatrician: Non-dental medical specialty || Periodontist: Dentist specialty included by the study taxonomy,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:15450182623930209060,NYC_NY_L,google:cid:15450182623930209060,"Darryl Wu, DDS/","41 Elizabeth St #303, New York, NY 10013",business_listings|maps_core|maps_specialist,Medical clinic|Pediatric dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:314f9fea485411aa,include|manual_review,Medical clinic: Category alone does not establish whether dental care is provided || Pediatric dentist: Dentist specialty included by the study taxonomy,,dds,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Augusta_GA_L:google:cid:371877985928288149,Augusta_GA_L,google:cid:371877985928288149,Christ Community Health Olde Town,"127 Telfair St, Augusta, GA 30901",business_listings|maps_core|maps_specialist,Dental clinic|Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:4a328709832d8373,include|manual_review,Dental clinic: Google category identifies a dental clinic || Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Buffalo_NY_L:google:cid:11295921837023317046,Buffalo_NY_L,google:cid:11295921837023317046,Suburban Oral & Maxillofacial Surgery Associates PC,"6490 Main St #3, Williamsville, NY 14221",business_listings|maps_specialist,Medical clinic|Oral surgeon,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5a2e5dc34c3d59e6,include|manual_review,Medical clinic: Category alone does not establish whether dental care is provided || Oral surgeon: Dentist specialty included by the study taxonomy,,maxillofacial,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Atlanta_GA_L:google:cid:3689234672713981475,Atlanta_GA_L,google:cid:3689234672713981475,Emory Clinic General/vsclr Surgery,"1365 Clifton Rd NE Bldg C, Atlanta, GA 30322",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5d66d5a72d6afc63,include|manual_review,Oral surgeon: Dentist specialty included by the study taxonomy || Surgical center: Category alone does not establish whether oral surgery is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:LA_CA_L:google:cid:18146438528046903489,LA_CA_L,google:cid:18146438528046903489,Flintridge Office Oral Surgery & Implant Center,"1370 Foothill Blvd #200, La Cañada Flintridge, CA 91011",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5d66d5a72d6afc63,include|manual_review,Oral surgeon: Dentist specialty included by the study taxonomy || Surgical center: Category alone does not establish whether oral surgery is provided,,oral_surgery,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:LA_CA_L:google:cid:6081313276054929227,LA_CA_L,google:cid:6081313276054929227,South Coast Surgery Center,"2621 Zoe Ave Ste B, Huntington Park, CA 90255",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5d66d5a72d6afc63,include|manual_review,Oral surgeon: Dentist specialty included by the study taxonomy || Surgical center: Category alone does not establish whether oral surgery is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Modesto_CA_M:google:cid:1196518838397738143,Modesto_CA_M,google:cid:1196518838397738143,Walls Dental Implant and Oral Surgical Arts,"1316 Coffee Rd Bldg E, Modesto, CA 95355",business_listings|maps_core|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5d66d5a72d6afc63,include|manual_review,Oral surgeon: Dentist specialty included by the study taxonomy || Surgical center: Category alone does not establish whether oral surgery is provided,,dental|oral_surgery,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:13439767516404994175,NYC_NY_L,google:cid:13439767516404994175,Grand Central Oral & Maxillofacial Surgery,"Corner of, 353 Lexington Ave, E 40th St #700, New York, NY 10016",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5d66d5a72d6afc63,include|manual_review,Oral surgeon: Dentist specialty included by the study taxonomy || Surgical center: Category alone does not establish whether oral surgery is provided,,maxillofacial,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Buffalo_NY_L:google:cid:14218551985995785227,Buffalo_NY_L,google:cid:14218551985995785227,Humiston Bridget,"3615 Seneca St # N, West Seneca, NY 14224",business_listings|maps_specialist,Dental hygienist|Pediatric dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:705b6e7d13b84d1a,exclude|include,Dental hygienist: Provider taxonomy excludes dental hygienists by default || Pediatric dentist: Dentist specialty included by the study taxonomy,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Augusta_GA_L:google:cid:9390339446321822061,Augusta_GA_L,google:cid:9390339446321822061,Medical Associates Plus,"2467 Golden Camp Rd, Augusta, GA 30906",business_listings|maps_core|maps_specialist,Dental clinic|Medical office,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:77f1b310e0ec8dc9,include|unknown,Dental clinic: Google category identifies a dental clinic,Medical office,,medical,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:11995089308409799053,NYC_NY_L,google:cid:11995089308409799053,Charles B. Wang Community Health Center,"125 Walker St 2nd fl, New York, NY 10013",business_listings|maps_core,Dental clinic|Medical Center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:799490d30f423ab7,include|manual_review,Dental clinic: Google category identifies a dental clinic || Medical Center: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:LA_CA_L:google:cid:9897196552596211841,LA_CA_L,google:cid:9897196552596211841,"Dental Office App, powered by Dentulu","2002 S Hoover St, Los Angeles, CA 90007",business_listings|maps_core,Design engineer|Emergency dental service,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:837b8a0e4ad496b6,include|unknown,Emergency dental service: Dental provider category,Design engineer,dental,,design_engineer,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Buffalo_NY_L:google:cid:1234717031910883396,Buffalo_NY_L,google:cid:1234717031910883396,UB School of Dental Medicine / UB Dental,"State University at Buffalo South Campus, 3435 Main St, Buffalo, NY 14215",business_listings|maps_core|maps_specialist,Dental clinic|Dental school,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:94aed6377fd0b11e,include|unknown,Dental clinic: Google category identifies a dental clinic,Dental school,dental,school_or_training,education,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Atlanta_GA_L:google:cid:2318105929422082567,Atlanta_GA_L,google:cid:2318105929422082567,Mercy Care,"424 Decatur St. SE, Atlanta, GA 30312",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:18233353287968621355,NYC_NY_L,google:cid:18233353287968621355,DR. MICHAEL ZEMELMAN,"250 S End Ave, New York, NY 10280",business_listings|maps_core|maps_specialist,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:14098049555746310178,NYC_NY_L,google:cid:14098049555746310178,Dr. Nai Yan Lam,"198 Canal St Ste 402, New York, NY 10013",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:17274019314189391120,NYC_NY_L,google:cid:17274019314189391120,East Broadway Dental Center,"17 E Broadway Ste 701, New York, NY 10002",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,dental,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:NYC_NY_L:google:cid:3188463322536960616,NYC_NY_L,google:cid:3188463322536960616,Mandalay Dental Care PC.,"98 E Broadway #501, New York, NY 10002",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,dental,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:SanFrancisco_CA_L:google:cid:5762704364537589299,SanFrancisco_CA_L,google:cid:5762704364537589299,Mary Anne Baysac,"4200 California St #210, San Francisco, CA 941181379",business_listings|maps_specialist,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
profile:Vidalia_GA_S:google:cid:5432786541802348760,Vidalia_GA_S,google:cid:5432786541802348760,East Georgia Healthcare Center,"118 Alice Coleman Dr, Vidalia, GA 30474",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9acced880530cd1b,include|manual_review,Dentist: Google category identifies a dentist || Medical clinic: Category alone does not establish whether dental care is provided,,,,,include_dental_provider,focused_category_conflict,at least one observed category has a frozen include rule,False
