decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:Atlanta_GA_L:google:cid:9703449588133452397,Atlanta_GA_L,google:cid:9703449588133452397,1800 Εmergеncy Dеntist Atlantа 24 Hоur,"5573 Glen Haven Dr, Atlanta, GA 30349",maps_core,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:15238724917012847112,Atlanta_GA_L,google:cid:15238724917012847112,3Sixty Corporate Office,"6445 Powers Ferry Rd NW Suite #360, Atlanta, GA 30339",business_listings,Corporate office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:14826937450612169934,Atlanta_GA_L,google:cid:14826937450612169934,Atlanta Veterinary Dentistry,"8097 Roswell Rd Bldg F, Atlanta, GA 30350",business_listings,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:17353219978550111353,Atlanta_GA_L,google:cid:17353219978550111353,Cigna,"2 Peachtree St, Atlanta, GA 30303",maps_core,Corporate office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:664114471230519840,Atlanta_GA_L,google:cid:664114471230519840,Dr. Benjamin Blackburn,"75 Piedmont Ave NE Ste 400, Atlanta, GA 30303",business_listings|maps_specialist,Pediatrician|Periodontist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:3689234672713981475,Atlanta_GA_L,google:cid:3689234672713981475,Emory Clinic General/vsclr Surgery,"1365 Clifton Rd NE Bldg C, Atlanta, GA 30322",business_listings|maps_specialist,Oral surgeon|Surgical center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:11970192833599671661,Atlanta_GA_L,google:cid:11970192833599671661,Fellowship For Christian,"2100 Riveredge Pkwy, Atlanta, GA 30328",business_listings,Religious organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:8914701910281558014,Atlanta_GA_L,google:cid:8914701910281558014,Georgia Department of Community Health,"2 M.L.K. Jr Dr SE, Atlanta, GA 30334",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:1014165455047184436,Atlanta_GA_L,google:cid:1014165455047184436,Georgia State University Student Clinic,"75 Piedmont Ave NE Ste 200, Atlanta, GA 30312",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:12773958067227470323,Atlanta_GA_L,google:cid:12773958067227470323,Good Samaritan Health Center,"1015 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",business_listings|maps_core,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:13898945642818331032,Atlanta_GA_L,google:cid:13898945642818331032,Grady Health System,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:11854729160242446516,Atlanta_GA_L,google:cid:11854729160242446516,Grady Urgent Care Center,"56 Jesse Hill Jr Dr SE, Atlanta, GA 30303",maps_core,Urgent care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:13815089370373089399,Atlanta_GA_L,google:cid:13815089370373089399,Healing Community Center,"1188 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:2389707156626682339,Atlanta_GA_L,google:cid:2389707156626682339,Lee Denture Lab,"171 Cleveland Ave SW, Atlanta, GA 30315",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:2428785299818441667,Atlanta_GA_L,google:cid:2428785299818441667,Medhanie Berhane,"2020 Peachtree Rd NW, Atlanta, GA 30309",business_listings,Surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:2318105929422082567,Atlanta_GA_L,google:cid:2318105929422082567,Mercy Care,"424 Decatur St. SE, Atlanta, GA 30312",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:16152439090923692825,Atlanta_GA_L,google:cid:16152439090923692825,Mercy Care at Gateway Center,"275 Pryor St SW, Atlanta, GA 30303",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:14051362357773369561,Atlanta_GA_L,google:cid:14051362357773369561,Ponce De Leon Center,"341 Ponce De Leon Ave NE, Atlanta, GA 30308",business_listings,STD clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:7070886758225630371,Atlanta_GA_L,google:cid:7070886758225630371,Reilly Dental,"1150 Hammond Dr, Atlanta, GA 30328",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:2869506919639306180,Atlanta_GA_L,google:cid:2869506919639306180,Sleep Better Georgia,"1719 Mt Vernon Rd, Dunwoody, GA 30338",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:11085259445198486597,Atlanta_GA_L,google:cid:11085259445198486597,Smile Direct Club,"Located in Peachtree Offices, 3355 Lenox Rd NE Suite 750, Atlanta, GA 30326",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:17876037465300181764,Atlanta_GA_L,google:cid:17876037465300181764,Southside Health Care Inc: Mills Anthony MD,"1046 Ridge Ave SW #4, Atlanta, GA 30315",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:6885250673203378333,Atlanta_GA_L,google:cid:6885250673203378333,Southside Medical Center,"1046 Ridge Ave SW #4, Atlanta, GA 30315",maps_core,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:6442774181064297868,Atlanta_GA_L,google:cid:6442774181064297868,"The Family Health Centers of Georgia, Inc.","868 York Ave SW, Atlanta, GA 30310",maps_core,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:5043981146667545184,Atlanta_GA_L,google:cid:5043981146667545184,Veterinary Dental Center of Atlanta,"8097 Roswell Rd Bldg F, Atlanta, GA 30350",business_listings,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:374081400048267317,Atlanta_GA_L,google:cid:374081400048267317,Whitefoord Health Center,"1401 Hosea L Williams Dr NE, Atlanta, GA 30317",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Atlanta_GA_L:google:cid:16197116083296152898,Atlanta_GA_L,google:cid:16197116083296152898,"Whitefoord, Inc.","35 Whitefoord Ave SE, Atlanta, GA 30317",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:2881003103519768575,Augusta_GA_L,google:cid:2881003103519768575,ALAS Free Women's Clinic,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:4177447438327038554,Augusta_GA_L,google:cid:4177447438327038554,Augusta Pediatric Associates,"1245 Augusta W Pkwy, Augusta, GA 30909",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:3640243431058116450,Augusta_GA_L,google:cid:3640243431058116450,Center For Primary Care,"4487 Columbia Rd, Augusta, GA 30907",maps_specialist,Corporate office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:16620118602434899245,Augusta_GA_L,google:cid:16620118602434899245,Centro Médico,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:1155020191173974679,Augusta_GA_L,google:cid:1155020191173974679,Charlie Norwood VA Medical Center - Downtown Division,"950 15th St, Augusta, GA 30901",maps_core,Veterans hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:3372177001440411258,Augusta_GA_L,google:cid:3372177001440411258,Charlie Norwood VA Medical Center - Uptown Division,"1 Freedom Way, Augusta, GA 30904",maps_core,Veterans hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:10189885467258094965,Augusta_GA_L,google:cid:10189885467258094965,Christ Community Health Medical District,"1226 D'Antignac St, Augusta, GA 30901",maps_core|maps_specialist,Medical clinic|Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:371877985928288149,Augusta_GA_L,google:cid:371877985928288149,Christ Community Health Olde Town,"127 Telfair St, Augusta, GA 30901",business_listings|maps_core|maps_specialist,Dental clinic|Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:15876635400132913439,Augusta_GA_L,google:cid:15876635400132913439,Christ Community Health Peach Orchard,"2604 Peach Orchard Rd #200, Augusta, GA 30906",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:1016625347654546775,Augusta_GA_L,google:cid:1016625347654546775,Clínica Latina,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:11022410293483888400,Augusta_GA_L,google:cid:11022410293483888400,DDEAMC Dental Clinic,"Augusta, GA 30905",business_listings|maps_specialist,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:6212271873494307269,Augusta_GA_L,google:cid:6212271873494307269,Dental College of Georgia,"1430 John Wesley Gilbert Drive, Augusta, GA 30912",maps_core|maps_specialist,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:17592610386023037987,Augusta_GA_L,google:cid:17592610386023037987,Druid Park Community Health Center,"1018 Druid Park Ave, Augusta, GA 30904",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:11829656540772455982,Augusta_GA_L,google:cid:11829656540772455982,"Elite Laboratories, Inc.","2904 Professional Pkwy ste b, Augusta, GA 30907",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:2424547655427412664,Augusta_GA_L,google:cid:2424547655427412664,GACDMD,"3553 Wheeler Rd, Augusta, GA 30909",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:6696260283652765943,Augusta_GA_L,google:cid:6696260283652765943,Georgia Dental Clinic,"1120 15th St, Augusta, GA 30912",business_listings|maps_core|maps_specialist,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:15155528665176479421,Augusta_GA_L,google:cid:15155528665176479421,Jones Dental Lab,"1601 Monte Sano Ave, Augusta, GA 30904",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:9390339446321822061,Augusta_GA_L,google:cid:9390339446321822061,Medical Associates Plus,"2467 Golden Camp Rd, Augusta, GA 30906",business_listings|maps_core|maps_specialist,Dental clinic|Medical office,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:8940347495298251894,Augusta_GA_L,google:cid:8940347495298251894,Medical Associates Plus - Walton Way,"2050 Walton Wy, Augusta, GA 30904",maps_core,Medical office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:8212900952674278277,Augusta_GA_L,google:cid:8212900952674278277,"Michael W. Groves, MD","1120 15th St, Augusta, GA 30912",maps_specialist,Otolaryngologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:601514288300302978,Augusta_GA_L,google:cid:601514288300302978,"Mustard Seed Dental Studio a division of BonaDent Dental Laboratories - Augusta, GA","3643 Walton Wy Ext Bldg 6, Augusta, GA 30909",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:9871766544601751814,Augusta_GA_L,google:cid:9871766544601751814,Omega Dental Laboratory,"3553 Wheeler Rd, Augusta, GA 30909",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:15921830244754786624,Augusta_GA_L,google:cid:15921830244754786624,Oral & Maxillofacial Surgery,"1430 John Wesley Gilbert Drive, Augusta, GA 30912",maps_core|maps_specialist,Surgeon|Surgical center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:9988738156110606993,Augusta_GA_L,google:cid:9988738156110606993,Pediatric Partners of Augusta,"1303 D'Antignac St #2600, Augusta, GA 30901",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:7356140649359588530,Augusta_GA_L,google:cid:7356140649359588530,Precision Dental Ceramics,"3540 Wheeler Rd Ste 201, Augusta, GA 30909",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:14457415903984627262,Augusta_GA_L,google:cid:14457415903984627262,Richmond County Health Department,"950 Laney Walker Blvd, Augusta, GA 30901",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:14702604690810388273,Augusta_GA_L,google:cid:14702604690810388273,Shifa Care Clinic,"3416 Middleton Dr, Augusta, GA 30907",maps_core,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:16042696556243485449,Augusta_GA_L,google:cid:16042696556243485449,TMJ Associates,"456 Furys Ferry Rd, Augusta, GA 30907",maps_specialist,Cancer treatment center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:12137716057317078040,Augusta_GA_L,google:cid:12137716057317078040,Top Dentists LLC,"961 Broad St, Augusta, GA 30901",maps_core|maps_specialist,Market researcher,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Augusta_GA_L:google:cid:4908311652064968016,Augusta_GA_L,google:cid:4908311652064968016,VA Downtown Division,"950 15th St, Augusta, GA 30901",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15534335769424063628,Buffalo_NY_L,google:cid:15534335769424063628,ABEL Dental Software Inc,"50 Fountain Plz #1400, Buffalo, NY 14202",maps_core|maps_specialist,Software company,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:13718650259631278177,Buffalo_NY_L,google:cid:13718650259631278177,Aesthetic Associates Centre,"2500 Kensington Ave, Amherst, NY 14226",business_listings,Plastic surgery clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15287270071867544428,Buffalo_NY_L,google:cid:15287270071867544428,"Apex Dental Solutions, LLC","8600 Sheridan Dr, Williamsville, NY 14221",business_listings,Marketing agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:8234995808393902846,Buffalo_NY_L,google:cid:8234995808393902846,Broadway Pediatrics,"1021 Broadway, Buffalo, NY 14212",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:14404418594459482430,Buffalo_NY_L,google:cid:14404418594459482430,Buffalo Denture Care Services,"1389 Bailey Ave, Buffalo, NY 14206",business_listings|maps_core|maps_specialist,Dentist|Denture care center|Periodontist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:17955257316026171728,Buffalo_NY_L,google:cid:17955257316026171728,"Buffalo Family Chiropractic Wellness, P.C.","369 Delaware Ave, Buffalo, NY 14202",maps_core,Chiropractor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:16190680881071780487,Buffalo_NY_L,google:cid:16190680881071780487,City Smiles,"2264 Main St Apt 1, Buffalo, NY 14214",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:12682816046732294410,Buffalo_NY_L,google:cid:12682816046732294410,"Community Health Center of Buffalo, Inc.","34 Benwood Ave, Buffalo, NY 14214",business_listings|maps_core|maps_specialist,Dental clinic|Doctor|Medical Center,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:7759169902728672012,Buffalo_NY_L,google:cid:7759169902728672012,CurlyJanes Crystal Rose,"21 Leroy Ave, Buffalo, NY 14214",business_listings,Herbalist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:2458717690904602386,Buffalo_NY_L,google:cid:2458717690904602386,Delaware Pediatric Associates,"2550 Delaware Ave, Buffalo, NY 14216",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:11366070002874749651,Buffalo_NY_L,google:cid:11366070002874749651,Dr MGK,"University at Buffalo South Campus, State, 3435 Main St, Buffalo, NY 14215",maps_specialist,,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:11183765798604189081,Buffalo_NY_L,google:cid:11183765798604189081,Dr. Bernhard J. Rohrbacher,"462 Grider St, Buffalo, NY 14215",maps_specialist,Orthopedic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:9379723610265778813,Buffalo_NY_L,google:cid:9379723610265778813,ECMC Center for Dental Care - Buffalo General Medical Center,"100 High St, Buffalo, NY 14203",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:9656432255286679171,Buffalo_NY_L,google:cid:9656432255286679171,ECMC Health Campus,"462 Grider St, Buffalo, NY 14215",maps_core|maps_specialist,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:4708478448088972298,Buffalo_NY_L,google:cid:4708478448088972298,Ellicott Street Animal Hospital,"517 Ellicott St, Buffalo, NY 14203",maps_core,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15687121258759760645,Buffalo_NY_L,google:cid:15687121258759760645,Emergency Room - Golisano Children’s Hospital of Buffalo,"818 Ellicott St, Buffalo, NY 14203",maps_specialist,Emergency room,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15855541177964720473,Buffalo_NY_L,google:cid:15855541177964720473,Evergreen Health,"800 Hertel Ave Ste 100, Buffalo, NY 14207",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:5257324846144316958,Buffalo_NY_L,google:cid:5257324846144316958,Evergreen Health,"206 S Elmwood Ave, Buffalo, NY 14201",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:2431502444806696710,Buffalo_NY_L,google:cid:2431502444806696710,Good Neighbors Health Care,"175 Jefferson Ave, Buffalo, NY 14210",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:14218551985995785227,Buffalo_NY_L,google:cid:14218551985995785227,Humiston Bridget,"3615 Seneca St # N, West Seneca, NY 14224",business_listings|maps_specialist,Dental hygienist|Pediatric dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:7188245865820882796,Buffalo_NY_L,google:cid:7188245865820882796,"Ivoclar Vivadent, Inc.","175 Pineview Dr, Buffalo, NY 14228",business_listings,Manufacturer,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:6809714559291597152,Buffalo_NY_L,google:cid:6809714559291597152,Jericho Road Community Health Center at Buffalo City Mission,"100 E Tupper St, Buffalo, NY 14203",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:14624434527722302725,Buffalo_NY_L,google:cid:14624434527722302725,Lighthouse Free Medical Clinic,"34 Benwood Ave, Buffalo, NY 14214",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:355931956425941180,Buffalo_NY_L,google:cid:355931956425941180,McClelland Small Animal Hospital,"455 Ellicott St, Buffalo, NY 14203",maps_core,Animal hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:14999402761544567565,Buffalo_NY_L,google:cid:14999402761544567565,Molina Healthcare of New York - Buffalo Enrollment Office,"446 Main St, Buffalo, NY 14202",maps_core,Health insurance agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:11877499768464405465,Buffalo_NY_L,google:cid:11877499768464405465,Neighborhood Health Center,"Neighborhood Health Center, 1569 Niagara St, Riverway, Buffalo, NY 14213",business_listings|maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15388569378089531316,Buffalo_NY_L,google:cid:15388569378089531316,Neighborhood Health Center,"155 Lawn Ave, Buffalo, NY 14207",business_listings|maps_core|maps_specialist,Community health center|Dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:2962843530212566674,Buffalo_NY_L,google:cid:2962843530212566674,Neighborhood Health Center,"Neighborhood Health Center, 4233 Lake Ave, Blasdell, NY 14219",business_listings|maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:8053481685675095661,Buffalo_NY_L,google:cid:8053481685675095661,Neighborhood Health Center,"Neighborhood Health Center - Mattina, 300 Niagara St, Buffalo, NY 14201",business_listings|maps_core|maps_specialist,Community health center|Dentist,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:15725806036901146750,Buffalo_NY_L,google:cid:15725806036901146750,ODL Orthodontic Lab,"155 Chandler St Ste 2a, Buffalo, NY 14207",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:7387759025015642405,Buffalo_NY_L,google:cid:7387759025015642405,Oishei Healthy Kids,"1100 Main St, Buffalo, NY 14209",maps_core|maps_specialist,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
