decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:NYC_NY_L:google:cid:14029482900807417077,NYC_NY_L,google:cid:14029482900807417077,Jack Martin Fund Clinic,"158 W 124th St, New York, NY 10027",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10257469848042679318,NYC_NY_L,google:cid:10257469848042679318,James Bradley,"110 E 59th St, New York, NY 10022",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:393558853936802593,NYC_NY_L,google:cid:393558853936802593,James Weldon Johnson School-Based Health Center,"176 E 115th St, New York, NY 10029",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17913151909604478536,NYC_NY_L,google:cid:17913151909604478536,Jerome Pediatric PC,"2386 Jerome Ave, Bronx, NY 10468",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8712220723097576755,NYC_NY_L,google:cid:8712220723097576755,John Spina Dpm,"2015 Bath Ave, Brooklyn, NY 11214",business_listings,Podiatrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13911541023089186599,NYC_NY_L,google:cid:13911541023089186599,Jun Dental Lab,"310 Northern Blvd Unit G, Great Neck, NY 11021",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11446915842470457287,NYC_NY_L,google:cid:11446915842470457287,"Khanh Trinh, DMD","622 W 168th St, New York, NY 10032",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17129946386398424374,NYC_NY_L,google:cid:17129946386398424374,"Khanh Trinh, DMD","430 W 116th St, New York, NY 10027",business_listings,Pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6563437070851777575,NYC_NY_L,google:cid:6563437070851777575,"King Chong Chan, DMD","622 W 168th St, New York, NY 10032",business_listings,Radiologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9859223907341282569,NYC_NY_L,google:cid:9859223907341282569,"L&E Ceramic Art, Inc.","162 W 72nd St 3rd floor, New York, NY 10023",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6093840511717107168,NYC_NY_L,google:cid:6093840511717107168,Laser & Mohs Dermatology of New York,"501 5th Ave #604, New York, NY 10017",business_listings,Dermatologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:16798224541328156430,NYC_NY_L,google:cid:16798224541328156430,Long Island Dental Sleep Medicine,"101 Hillside Ave. Ste A, Williston Park, NY 11596",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10654524086348142840,NYC_NY_L,google:cid:10654524086348142840,Long Island Denture Center,"142 Union Ave, Lynbrook, NY 11563",business_listings,Denture care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5141540515377181725,NYC_NY_L,google:cid:5141540515377181725,Lower Manhattan Sleep Apnea Treatment,"Chetham Green, 215 Park Row #1, New York, NY 10038",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6492963245042507531,NYC_NY_L,google:cid:6492963245042507531,MHHC at St. Ann's,"625 E 137th St #1776, Bronx, NY 10454",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9516528143012860758,NYC_NY_L,google:cid:9516528143012860758,MHHC at Vanguard,"825 E 233rd St, Bronx, NY 10466",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3164012872835746003,NYC_NY_L,google:cid:3164012872835746003,MHHC at Walton,"25 E 183rd St, Bronx, NY 10453",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7155139689970474418,NYC_NY_L,google:cid:7155139689970474418,Madison Avenue Dentists,"18 E 48th St #501, New York, NY 10017",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12849337548895968420,NYC_NY_L,google:cid:12849337548895968420,Magic Smile,"315 5th Ave #703a, New York, NY 10016, United States",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9198037825155255654,NYC_NY_L,google:cid:9198037825155255654,Magic Smile,"291 Broadway #1000, New York, NY 10007",business_listings|maps_core,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3188463322536960616,NYC_NY_L,google:cid:3188463322536960616,Mandalay Dental Care PC.,"98 E Broadway #501, New York, NY 10002",business_listings|maps_core,Dentist|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11179961645618148917,NYC_NY_L,google:cid:11179961645618148917,Maple Medical,"126 Maple St, Brooklyn, NY 11225",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12734663689420348493,NYC_NY_L,google:cid:12734663689420348493,Meadow Park Rehab & Healthcare,"78-10 164th St, Fresh Meadows, NY 11366",business_listings,Nursing home,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6815302961615898188,NYC_NY_L,google:cid:6815302961615898188,Medical Orthodontics,"45 Park Ave PH 01, New York, NY 10016",business_listings,Medical spa,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14788709628859883195,NYC_NY_L,google:cid:14788709628859883195,Medical Practice Administrator,"F.D.R Station, 909 3rd Ave, New York, NY 10150",business_listings,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14102324526115559462,NYC_NY_L,google:cid:14102324526115559462,Midwood Medical Plaza,"813 Quentin Rd # 100, Brooklyn, NY 11223",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18397791011711702157,NYC_NY_L,google:cid:18397791011711702157,Montefiore Janice A Simpson,"1625 Poplar St, Bronx, NY 10461",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13390369086248022341,NYC_NY_L,google:cid:13390369086248022341,Morris Heights Health Center,"85 W Burnside Ave, Bronx, NY 10453",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7511299405233410581,NYC_NY_L,google:cid:7511299405233410581,Mount Sinai Queens-Family Health,"31-60 21st St, Astoria, NY 11106",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5828700512640996947,NYC_NY_L,google:cid:5828700512640996947,NY Dental Insurance Quotes,"2040 Ralph Ave, Brooklyn, NY 11234",business_listings,Insurance agency,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7749441387408078850,NYC_NY_L,google:cid:7749441387408078850,NYU Lutheran Family Health Centers Brooklyn-Chinese,"5008 7th Ave, Brooklyn, NY 11220",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3018543719665768431,NYC_NY_L,google:cid:3018543719665768431,NYUDentalUrgentCareCtr,"345 E 24th St, New York, NY 10010",business_listings,Academic department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10487271695260862641,NYC_NY_L,google:cid:10487271695260862641,New York City Publishers,"305 Madison Ave #449, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14013165419560239248,NYC_NY_L,google:cid:14013165419560239248,New York Sleep Solutions,"265 Madison Ave 3rd floor, New York, NY 10016",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12702828959288087172,NYC_NY_L,google:cid:12702828959288087172,"New York TMJ & Orofacial Pain (NY, NY 5th Ave)","630 5th Ave Ste. 1857, New York, NY 10111",business_listings,Pain management physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17147439378915426708,NYC_NY_L,google:cid:17147439378915426708,New York University College of Dentistry,"345 E 24th St, New York, NY 10010",business_listings,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13160607927627849612,NYC_NY_L,google:cid:13160607927627849612,NewYork-Presbyterian Ambulatory Care Network - Dentistry - Upper East Side,"525 E 70th St 1st floor, New York, NY 10021",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15144409111980064554,NYC_NY_L,google:cid:15144409111980064554,ODA Crown Heights,"779 E New York Ave, Brooklyn, NY 11203",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17274625385709858944,NYC_NY_L,google:cid:17274625385709858944,One Brooklyn Health-Brookdale University Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14748533435362658906,NYC_NY_L,google:cid:14748533435362658906,One Hanson Place,"One Hanson Pl, Brooklyn, NY 11243",business_listings,Condominium complex,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12900059674494230659,NYC_NY_L,google:cid:12900059674494230659,Paragon Dental,"113-16 76th Rd, Forest Hills, NY 11375",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2981445453940694204,NYC_NY_L,google:cid:2981445453940694204,Park Avenue Neurology & Sleep,"737 Park Ave Apt 1C, New York, NY 10021",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:3013052381072058602,NYC_NY_L,google:cid:3013052381072058602,Park Dental Research Corporation,"19 W 34th St., New York, NY 10001",business_listings,Research foundation,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5639570178015760212,NYC_NY_L,google:cid:5639570178015760212,Peter Kouvaris Dental Studio,"263 86th St, Brooklyn, NY 11209",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2442179791453393758,NYC_NY_L,google:cid:2442179791453393758,Precision Orthodontic Laboratory - New York,"111 Broadway Ste 1701 a, New York, NY 10006",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15896470951924789074,NYC_NY_L,google:cid:15896470951924789074,Premier HealthCare & YAI Center for Specialty Therapy,"227 E 41st St 8th floor, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13044985527534183180,NYC_NY_L,google:cid:13044985527534183180,Project Renewal Fort Washington Men's Shelter,"651 W 168th St, New York, NY 10032",business_listings,Homeless shelter,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12316060239770702726,NYC_NY_L,google:cid:12316060239770702726,Queens Audiology PLLC,"150-12 14th Ave, Whitestone, NY 11357",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5575282571407485970,NYC_NY_L,google:cid:5575282571407485970,Rambam Family Health Center,"1122 Chestnut Ave, Brooklyn, NY 11230",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:7258043979584977031,NYC_NY_L,google:cid:7258043979584977031,Ramon Velez Health Center,"754 E 151st St, Bronx, NY 10455",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10128345118129549676,NYC_NY_L,google:cid:10128345118129549676,Restful Sleep Solution,"1725 Sheepshead Bay Rd, Brooklyn, NY 11235",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9802149004801648262,NYC_NY_L,google:cid:9802149004801648262,Richter & Co Inc,"450 Park Ave, New York, NY 10022",business_listings,Bank,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12506336222272585870,NYC_NY_L,google:cid:12506336222272585870,Ron Rinaldi Photography,"225 W 28th St, New York, NY 10001",business_listings,Photographer,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18166011723617241542,NYC_NY_L,google:cid:18166011723617241542,SleepWell Orthotics,"693 5th Ave Ste 1400, New York, NY 10022",business_listings,Sleep clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11474776953858767803,NYC_NY_L,google:cid:11474776953858767803,Smile Direct Club,"242 5th Ave, New York, NY 10001",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9001258392962397789,NYC_NY_L,google:cid:9001258392962397789,Smile Direct Club,"525 Atlantic Ave, Brooklyn, NY 11217",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:689736336193155396,NYC_NY_L,google:cid:689736336193155396,Smile Time NY & Meikkos Juice Bar,"89-02 165th Street (Jamaica Colosseum Mall NW 22, Jamaica, NY 11432",business_listings,Day spa,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8482847296773896722,NYC_NY_L,google:cid:8482847296773896722,"Sol D. Haber, DDS","139 Clinton St, Brooklyn, NY 11201",business_listings,Surgical center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:15221708422571038946,NYC_NY_L,google:cid:15221708422571038946,Southern Dental of Brooklyn,"9920 4th Ave, Brooklyn, NY 11209",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:726771841321324320,NYC_NY_L,google:cid:726771841321324320,"Spanish American Medical Dental Society of New York, Inc.","104-01 Roosevelt Ave, Corona, NY 11368",business_listings,Association / Organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18302922146132025269,NYC_NY_L,google:cid:18302922146132025269,Sterling Podiatric PC,"1250 E 223rd St, Bronx, NY 10466",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10842945812211081545,NYC_NY_L,google:cid:10842945812211081545,Steve Taranov,"11 Broadway, New York, NY 10004",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11781321278977330842,NYC_NY_L,google:cid:11781321278977330842,Stevenson Family Health Center,"731 White Plains Rd, Bronx, NY 10473",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11867417092678111339,NYC_NY_L,google:cid:11867417092678111339,Streamline Dental Lab,"237 W 37th St 2nd Floor, New York, NY 10018",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14534325133775607876,NYC_NY_L,google:cid:14534325133775607876,Sun River Health Staten Island,"57 Bay St 1st & 3rd Floor, Staten Island, NY 10301",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:370998756869209265,NYC_NY_L,google:cid:370998756869209265,Sunrise Dental Lab,"8 W Merrick Rd # 203, Freeport, NY 11520",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:1764093003102263842,NYC_NY_L,google:cid:1764093003102263842,Sunrise Pediatrics,"8618 101st Ave, Ozone Park, NY 11416",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6790315200658554690,NYC_NY_L,google:cid:6790315200658554690,Taylor Judy a DDS,"175 E 96th St, New York, NY 10128",business_listings,Speech pathologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:9505751937099118557,NYC_NY_L,google:cid:9505751937099118557,The Dental Laboratory Group,"2 Teleport Dr #101, Staten Island, NY 10311",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:445069592422833706,NYC_NY_L,google:cid:445069592422833706,The Institute for Family Health at Westchester Square (Open for telehealth),"1420 Ferris Pl, Bronx, NY 10461",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:18267820865628352209,NYC_NY_L,google:cid:18267820865628352209,"The Joseph P. Addabbo Family Health Center, Inc.","62-00 Beach Channel Dr, Arverne, NY 11692",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:11555451915091950355,NYC_NY_L,google:cid:11555451915091950355,The Sunnyside Pet Healthcare & Dental Center,"47-04 Greenpoint Ave, Sunnyside, NY 11104",business_listings,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:12108429306634589123,NYC_NY_L,google:cid:12108429306634589123,Tooth Preventive Dental,"56 W 45th St Ste 121b, New York, NY 10036",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10426579078660064972,NYC_NY_L,google:cid:10426579078660064972,URvet Care - Upper East Side NYC,"1432 2nd Ave, New York, NY 10021",business_listings,Emergency veterinarian service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:6458159380476270644,NYC_NY_L,google:cid:6458159380476270644,URvet Care Medical Center - Astoria,"30-80 Steinway St, Astoria, NY 11103",business_listings,Emergency veterinarian service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10390034255530110063,NYC_NY_L,google:cid:10390034255530110063,Union Community Health Center - (188th St.),"260 E 188th St, Bronx, NY 10458",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:4935697797244785263,NYC_NY_L,google:cid:4935697797244785263,Union Community Health Center - (2021 Grand Concourse),"2021 Grand Concourse, Bronx, NY 10453",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:1252474763438112699,NYC_NY_L,google:cid:1252474763438112699,Uppal Rajinder MD,"16-70 Putnam Ave, Ridgewood, NY 11385",business_listings,Internist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8780094804165839386,NYC_NY_L,google:cid:8780094804165839386,Urban Health Plan,"1065 Southern Blvd, Bronx, NY 10459",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:17125209626621041816,NYC_NY_L,google:cid:17125209626621041816,Urban Horizons Family Health Center,"50 E 168th St, Bronx, NY 10452",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8951881897675096385,NYC_NY_L,google:cid:8951881897675096385,Virtual House Call Docs NYC,"970 Park Ave Ste 1, New York, NY 10028",business_listings,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2600661727443861053,NYC_NY_L,google:cid:2600661727443861053,Vision Dental Studio Inc.,"1774 Broadway, Hewlett, NY 11557",business_listings,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:8290167571579195981,NYC_NY_L,google:cid:8290167571579195981,"VisoDent NYC - Teeth whitening, Invisalign, Aesthetics clinic","903 Park Avenue Main Floor Office, New York, NY 10075",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:5364480293788529244,NYC_NY_L,google:cid:5364480293788529244,Walton Family Health Center,"1894 Walton Ave, Bronx, NY 10453",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:13273596330883979830,NYC_NY_L,google:cid:13273596330883979830,White Plains Road Medical,"3050 White Plains Rd, Bronx, NY 10467",business_listings,Walk-in clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:14221168649792805791,NYC_NY_L,google:cid:14221168649792805791,Whitman Ingersoll Farragut Hea,"297 Myrtle Ave, Brooklyn, NY 11205",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:10928271238652832087,NYC_NY_L,google:cid:10928271238652832087,Windsor Podiatry,"1655 Flatbush Ave # A103, Brooklyn, NY 11210",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:829078247034327752,NYC_NY_L,google:cid:829078247034327752,Yeung's Dental Care Pc.,"139 Centre St, New York, NY 10013",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:NYC_NY_L:google:cid:2387602906186478894,NYC_NY_L,google:cid:2387602906186478894,布鲁克林十八大道华人牙科诊所,"Brooklyn, NY 11216",business_listings,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:SanFrancisco_CA_L:google:cid:13070026131484360810,SanFrancisco_CA_L,google:cid:13070026131484360810,Advance Orthodontic Laboratory,"1108 Vicente St Ste 102, San Francisco, CA 94116",maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:SanFrancisco_CA_L:google:cid:14237711967666725015,SanFrancisco_CA_L,google:cid:14237711967666725015,Clinic by the Bay,"35 Onondaga Ave, San Francisco, CA 94112",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:SanFrancisco_CA_L:google:cid:1136265689670014385,SanFrancisco_CA_L,google:cid:1136265689670014385,EDT,"500 Sansome St #604, San Francisco, CA 94111",business_listings,Dental supply store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:SanFrancisco_CA_L:google:cid:11372912843166958775,SanFrancisco_CA_L,google:cid:11372912843166958775,Envoy Health,"5432 Geary Blvd Unit 787, San Francisco, CA 94121",business_listings,Health consultant,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:SanFrancisco_CA_L:google:cid:10093308157411752934,SanFrancisco_CA_L,google:cid:10093308157411752934,Equity Health (FKA: South of Market Health Center),"229 7th St, San Francisco, CA 94103",business_listings|maps_core,Dental clinic|Medical clinic,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
